ctname,rfgrp,popuni,ctname,stname,STABREV,state_deaths
"Calhoun County, TX",32.2,21513,Calhoun County,Texas,TX,17706.0
"Calhoun County, WV",13.799999999999999,7254,Calhoun County,West Virginia,WV,352.0
"Callahan County, TX",18.4,13989,Callahan County,Texas,TX,17706.0
"Callaway County, MO",41.400000000000006,42063,Callaway County,Missouri,MO,2814.0
"Calloway County, KY",46.00000000000001,36172,Calloway County,Kentucky,KY,1492.0
"Calumet County, WI",55.20000000000001,50118,Calumet County,Wisconsin,WI,1675.0
"Calvert County, MD",91.99999999999997,91741,Calvert County,Maryland,MD,4427.0
"Camas County, ID",9.2,1127,Camas County,Idaho,ID,571.0
"Cambria County, PA",197.79999999999984,127852,Cambria County,Pennsylvania,PA,8865.0
"Camden County, GA",55.20000000000001,53531,Camden County,Georgia,GA,6746.0
"Camden County, MO",55.20000000000001,45647,Camden County,Missouri,MO,2814.0
"Camden County, NC",13.799999999999999,10710,Camden County,North Carolina,NC,2731.0
"Camden County, NJ",588.8000000000014,504530,Camden County,New Jersey,NJ,14511.0
"Cameron County, PA",13.799999999999999,4492,Cameron County,Pennsylvania,PA,8865.0
"Cameron County, TX",404.8000000000005,422474,Cameron County,Texas,TX,17706.0
"Cameron Parish, LA",18.4,6948,Cameron Parish,Louisiana,LA,5194.0
"Camp County, TX",18.4,13033,Camp County,Texas,TX,17706.0
"Campbell County, KY",119.59999999999994,90776,Campbell County,Kentucky,KY,1492.0
"Campbell County, SD",9.2,1377,Campbell County,South Dakota,SD,376.0
"Campbell County, TN",55.20000000000001,39449,Campbell County,Tennessee,TN,2959.0
"Campbell County, VA",59.80000000000001,54689,Campbell County,Virginia,VA,3466.0
"Campbell County, WY",36.800000000000004,45930,Campbell County,Wyoming,WY,59.0
"Canadian County, OK",137.99999999999991,142481,Canadian County,Oklahoma,OK,1418.0
"Candler County, GA",18.4,10803,Candler County,Georgia,GA,6746.0
"Cannon County, TN",18.4,14405,Cannon County,Tennessee,TN,2959.0
"Canyon County, ID",137.99999999999991,221400,Canyon County,Idaho,ID,571.0
"Cape Girardeau County, MO",78.19999999999999,76007,Cape Girardeau County,Missouri,MO,2814.0
"Cape May County, NJ",156.3999999999999,92238,Cape May County,New Jersey,NJ,14511.0
"Carbon County, MT",27.6,10714,Carbon County,Montana,MT,252.0
"Carbon County, PA",59.80000000000001,64014,Carbon County,Pennsylvania,PA,8865.0
"Carbon County, UT",27.6,19905,Carbon County,Utah,UT,582.0
"Carbon County, WY",27.6,14261,Carbon County,Wyoming,WY,59.0
"Caribou County, ID",13.799999999999999,7009,Caribou County,Idaho,ID,571.0
"Carlisle County, KY",18.4,4771,Carlisle County,Kentucky,KY,1492.0
"Carlton County, MN",36.800000000000004,34584,Carlton County,Minnesota,MN,2289.0
"Caroline County, MD",46.00000000000001,33127,Caroline County,Maryland,MD,4427.0
"Caroline County, VA",36.800000000000004,30393,Caroline County,Virginia,VA,3466.0
"Carroll County, AR",27.6,28117,Carroll County,Arkansas,AR,1622.0
"Carroll County, GA",82.79999999999998,114850,Carroll County,Georgia,GA,6746.0
"Carroll County, IA",32.2,20129,Carroll County,Iowa,IA,1638.0
"Carroll County, IL",32.2,14260,Carroll County,Illinois,IL,8459.0
"Carroll County, IN",36.800000000000004,20088,Carroll County,Indiana,IN,4116.0
"Carroll County, KY",18.4,10600,Carroll County,Kentucky,KY,1492.0
"Carroll County, MD",179.39999999999986,166528,Carroll County,Maryland,MD,4427.0
"Carroll County, MO",18.4,8743,Carroll County,Missouri,MO,2814.0
"Carroll County, MS",13.799999999999999,9601,Carroll County,Mississippi,MS,3124.0
"Carroll County, NH",55.20000000000001,48721,Carroll County,New Hampshire,NH,452.0
"Carroll County, OH",36.800000000000004,27064,Carroll County,Ohio,OH,4890.0
"Carroll County, TN",41.400000000000006,27080,Carroll County,Tennessee,TN,2959.0
"Carroll County, VA",36.800000000000004,29605,Carroll County,Virginia,VA,3466.0
"Carson City, NV",69.0,52964,Carson City,Nevada,NV,1625.0
"Carson County, TX",13.799999999999999,5999,Carson County,Texas,TX,17706.0
"Carter County, KY",36.800000000000004,26520,Carter County,Kentucky,KY,1492.0
"Carter County, MO",13.799999999999999,6054,Carter County,Missouri,MO,2814.0
"Carter County, MT",9.2,1238,Carter County,Montana,MT,252.0
"Carter County, OK",55.20000000000001,47869,Carter County,Oklahoma,OK,1418.0
"Carter County, TN",82.79999999999998,55968,Carter County,Tennessee,TN,2959.0
"Carteret County, NC",183.99999999999986,69101,Carteret County,North Carolina,NC,2731.0
"Carver County, MN",91.99999999999997,102991,Carver County,Minnesota,MN,2289.0
"Cascade County, MT",105.79999999999995,80891,Cascade County,Montana,MT,252.0
"Casey County, KY",27.6,15546,Casey County,Kentucky,KY,1492.0
"Cass County, IA",27.6,12916,Cass County,Iowa,IA,1638.0
"Cass County, IL",27.6,12260,Cass County,Illinois,IL,8459.0
"Cass County, IN",55.20000000000001,37618,Cass County,Indiana,IN,4116.0
"Cass County, MI",55.20000000000001,51245,Cass County,Michigan,MI,6581.0
"Cass County, MN",50.60000000000001,29481,Cass County,Minnesota,MN,2289.0
"Cass County, MO",96.59999999999997,104761,Cass County,Missouri,MO,2814.0
"Cass County, ND",156.3999999999999,177841,Cass County,North Dakota,ND,375.0
"Cass County, NE",32.2,26069,Cass County,Nebraska,NE,636.0
"Cass County, TX",36.800000000000004,30037,Cass County,Texas,TX,17706.0
"Cassia County, ID",32.2,23730,Cassia County,Idaho,ID,571.0
"Castro County, TX",18.4,7651,Castro County,Texas,TX,17706.0
"Caswell County, NC",32.2,21572,Caswell County,North Carolina,NC,2731.0
"Catahoula Parish, LA",18.4,8815,Catahoula Parish,Louisiana,LA,5194.0
"Catawba County, NC",147.1999999999999,157331,Catawba County,North Carolina,NC,2731.0
"Catoosa County, GA",55.20000000000001,67215,Catoosa County,Georgia,GA,6746.0
"Catron County, NM",9.2,3575,Catron County,New Mexico,NM,854.0
"Cattaraugus County, NY",101.19999999999996,75283,Cattaraugus County,New York,NY,11847.0
"Cavalier County, ND",13.799999999999999,3829,Cavalier County,North Dakota,ND,375.0
"Cayuga County, NY",96.59999999999997,73944,Cayuga County,New York,NY,11847.0
"Cecil County, MD",91.99999999999997,102517,Cecil County,Maryland,MD,4427.0
"Cedar County, IA",27.6,18602,Cedar County,Iowa,IA,1638.0
"Cedar County, MO",18.4,14158,Cedar County,Missouri,MO,2814.0
"Cedar County, NE",13.799999999999999,8442,Cedar County,Nebraska,NE,636.0
"Centre County, PA",147.1999999999999,143945,Centre County,Pennsylvania,PA,8865.0
"Cerro Gordo County, IA",55.20000000000001,42170,Cerro Gordo County,Iowa,IA,1638.0
"Chaffee County, CO",27.6,18690,Chaffee County,Colorado,CO,2094.0
"Chambers County, AL",46.00000000000001,33478,Chambers County,Alabama,AL,3770.0
"Chambers County, TX",36.800000000000004,42325,Chambers County,Texas,TX,17706.0
"Champaign County, IL",202.39999999999984,195353,Champaign County,Illinois,IL,8459.0
"Champaign County, OH",50.60000000000001,38397,Champaign County,Ohio,OH,4890.0
"Chariton County, MO",18.4,7445,Chariton County,Missouri,MO,2814.0
"Charles City County, VA",18.4,6941,Charles City County,Virginia,VA,3466.0
"Charles County, MD",147.1999999999999,160896,Charles County,Maryland,MD,4427.0
"Charles Mix County, SD",18.4,9160,Charles Mix County,South Dakota,SD,376.0
"Charleston County, SC",400.2000000000005,397653,Charleston County,South Carolina,SC,3620.0
"Charlevoix County, MI",69.0,26193,Charlevoix County,Michigan,MI,6581.0
"Charlotte County, FL",183.99999999999986,183208,Charlotte County,Florida,FL,16059.0
"Charlotte County, VA",18.4,11837,Charlotte County,Virginia,VA,3466.0
"Charlottesville city, VA",59.80000000000001,46265,Charlottesville city,Virginia,VA,3466.0
"Charlton County, GA",13.799999999999999,10882,Charlton County,Georgia,GA,6746.0
"Chase County, KS",9.2,2523,Chase County,Kansas,KS,962.0
"Chase County, NE",9.2,3977,Chase County,Nebraska,NE,636.0
"Chatham County, GA",335.8000000000002,277728,Chatham County,Georgia,GA,6746.0
"Chatham County, NC",64.4,73067,Chatham County,North Carolina,NC,2731.0
"Chattahoochee County, GA",27.6,10684,Chattahoochee County,Georgia,GA,6746.0
"Chattooga County, GA",32.2,23680,Chattooga County,Georgia,GA,6746.0
"Chautauqua County, KS",9.2,3309,Chautauqua County,Kansas,KS,962.0
"Chautauqua County, NY",170.19999999999987,124305,Chautauqua County,New York,NY,11847.0
"Chaves County, NM",78.19999999999999,63378,Chaves County,New Mexico,NM,854.0
"Cheatham County, TN",46.00000000000001,40328,Cheatham County,Tennessee,TN,2959.0
"Cheboygan County, MI",46.00000000000001,25336,Cheboygan County,Michigan,MI,6581.0
"Chelan County, WA",69.0,76688,Chelan County,Washington,WA,2056.0
"Chemung County, NY",105.79999999999995,81326,Chemung County,New York,NY,11847.0
"Chenango County, NY",59.80000000000001,47429,Chenango County,New York,NY,11847.0
"Cherokee County, AL",32.2,25952,Cherokee County,Alabama,AL,3770.0
"Cherokee County, GA",124.19999999999993,252827,Cherokee County,Georgia,GA,6746.0
"Cherokee County, IA",23.0,11306,Cherokee County,Iowa,IA,1638.0
"Cherokee County, KS",32.2,19997,Cherokee County,Kansas,KS,962.0
"Cherokee County, NC",36.800000000000004,28275,Cherokee County,North Carolina,NC,2731.0
"Cherokee County, OK",46.00000000000001,47316,Cherokee County,Oklahoma,OK,1418.0
"Cherokee County, SC",64.4,56354,Cherokee County,South Carolina,SC,3620.0
"Cherokee County, TX",59.80000000000001,50472,Cherokee County,Texas,TX,17706.0
"Cherry County, NE",13.799999999999999,5758,Cherry County,Nebraska,NE,636.0
"Chesapeake city, VA",193.19999999999985,239443,Chesapeake city,Virginia,VA,3466.0
"Cheshire County, NH",78.19999999999999,72582,Cheshire County,New Hampshire,NH,452.0
"Chester County, PA",538.2000000000012,513714,Chester County,Pennsylvania,PA,8865.0
"Chester County, SC",55.20000000000001,32147,Chester County,South Carolina,SC,3620.0
"Chester County, TN",18.4,16317,Chester County,Tennessee,TN,2959.0
"Chesterfield County, SC",50.60000000000001,45641,Chesterfield County,South Carolina,SC,3620.0
"Chesterfield County, VA",331.20000000000016,344654,Chesterfield County,Virginia,VA,3466.0
"Cheyenne County, CO",9.2,1859,Cheyenne County,Colorado,CO,2094.0
"Cheyenne County, KS",9.2,2660,Cheyenne County,Kansas,KS,962.0
"Cheyenne County, NE",18.4,9303,Cheyenne County,Nebraska,NE,636.0
"Chickasaw County, IA",23.0,11964,Chickasaw County,Iowa,IA,1638.0
"Chickasaw County, MS",23.0,16810,Chickasaw County,Mississippi,MS,3124.0
"Chicot County, AR",23.0,9818,Chicot County,Arkansas,AR,1622.0
"Childress County, TX",13.799999999999999,5646,Childress County,Texas,TX,17706.0
"Chilton County, AL",46.00000000000001,43982,Chilton County,Alabama,AL,3770.0
"Chippewa County, MI",78.19999999999999,33157,Chippewa County,Michigan,MI,6581.0
"Chippewa County, MN",23.0,11906,Chippewa County,Minnesota,MN,2289.0
"Chippewa County, WI",55.20000000000001,61983,Chippewa County,Wisconsin,WI,1675.0
"Chisago County, MN",50.60000000000001,54893,Chisago County,Minnesota,MN,2289.0
"Chittenden County, VT",165.59999999999988,155989,Chittenden County,Vermont,VT,62.0
"Choctaw County, AL",23.0,12805,Choctaw County,Alabama,AL,3770.0
"Choctaw County, MS",18.4,8252,Choctaw County,Mississippi,MS,3124.0
"Choctaw County, OK",27.6,14624,Choctaw County,Oklahoma,OK,1418.0
"Chouteau County, MT",13.799999999999999,5740,Chouteau County,Montana,MT,252.0
"Chowan County, NC",18.4,13998,Chowan County,North Carolina,NC,2731.0
"Christian County, IL",50.60000000000001,31386,Christian County,Illinois,IL,8459.0
"Christian County, KY",91.99999999999997,71070,Christian County,Kentucky,KY,1492.0
"Christian County, MO",69.0,86856,Christian County,Missouri,MO,2814.0
"Churchill County, NV",36.800000000000004,24397,Churchill County,Nevada,NV,1625.0
"Cibola County, NM",36.800000000000004,24405,Cibola County,New Mexico,NM,854.0
"Cimarron County, OK",13.799999999999999,2149,Cimarron County,Oklahoma,OK,1418.0
"Citrus County, FL",133.39999999999992,147137,Citrus County,Florida,FL,16059.0
"Clackamas County, OR",372.60000000000036,415567,Clackamas County,Oregon,OR,596.0
"Claiborne County, MS",18.4,7851,Claiborne County,Mississippi,MS,3124.0
"Claiborne County, TN",46.00000000000001,30795,Claiborne County,Tennessee,TN,2959.0
"Claiborne Parish, LA",27.6,13174,Claiborne Parish,Louisiana,LA,5194.0
"Clallam County, WA",105.79999999999995,75700,Clallam County,Washington,WA,2056.0
"Clare County, MI",55.20000000000001,30643,Clare County,Michigan,MI,6581.0
"Clarendon County, SC",59.80000000000001,32361,Clarendon County,South Carolina,SC,3620.0
"Clarion County, PA",50.60000000000001,37254,Clarion County,Pennsylvania,PA,8865.0
"Clark County, AR",27.6,19643,Clark County,Arkansas,AR,1622.0
"Clark County, ID",9.2,852,Clark County,Idaho,ID,571.0
"Clark County, IL",23.0,15590,Clark County,Illinois,IL,8459.0
"Clark County, IN",124.19999999999993,116918,Clark County,Indiana,IN,4116.0
"Clark County, KS",9.2,2005,Clark County,Kansas,KS,962.0
"Clark County, KY",50.60000000000001,36070,Clark County,Kentucky,KY,1492.0
"Clark County, MO",18.4,6836,Clark County,Missouri,MO,2814.0
"Clark County, NV",2244.7999999999797,2217397,Clark County,Nevada,NV,1625.0
"Clark County, OH",206.99999999999983,132266,Clark County,Ohio,OH,4890.0
"Clark County, SD",9.2,3739,Clark County,South Dakota,SD,376.0
"Clark County, WA",483.0000000000009,480690,Clark County,Washington,WA,2056.0
"Clark County, WI",41.400000000000006,34641,Clark County,Wisconsin,WI,1675.0
"Clarke County, AL",46.00000000000001,23820,Clarke County,Alabama,AL,3770.0
"Clarke County, GA",142.5999999999999,117925,Clarke County,Georgia,GA,6746.0
"Clarke County, IA",18.4,9407,Clarke County,Iowa,IA,1638.0
"Clarke County, MS",23.0,15556,Clarke County,Mississippi,MS,3124.0
"Clarke County, VA",18.4,14476,Clarke County,Virginia,VA,3466.0
"Clatsop County, OR",59.80000000000001,39576,Clatsop County,Oregon,OR,596.0
"Clay County, AL",23.0,13199,Clay County,Alabama,AL,3770.0
"Clay County, AR",32.2,14776,Clay County,Arkansas,AR,1622.0
"Clay County, FL",142.5999999999999,215526,Clay County,Florida,FL,16059.0
"Clay County, GA",9.2,2887,Clay County,Georgia,GA,6746.0
"Clay County, IA",23.0,16099,Clay County,Iowa,IA,1638.0
"Clay County, IL",23.0,13247,Clay County,Illinois,IL,8459.0
"Clay County, IN",32.2,26076,Clay County,Indiana,IN,4116.0
"Clay County, KS",13.799999999999999,7980,Clay County,Kansas,KS,962.0
"Clay County, KY",32.2,18532,Clay County,Kentucky,KY,1492.0
"Clay County, MN",64.4,61550,Clay County,Minnesota,MN,2289.0
"Clay County, MO",206.99999999999983,245217,Clay County,Missouri,MO,2814.0
"Clay County, MS",27.6,19243,Clay County,Mississippi,MS,3124.0
"Clay County, NC",13.799999999999999,11133,Clay County,North Carolina,NC,2731.0
"Clay County, NE",13.799999999999999,6209,Clay County,Nebraska,NE,636.0
"Clay County, SD",18.4,12049,Clay County,South Dakota,SD,376.0
"Clay County, TN",13.799999999999999,7697,Clay County,Tennessee,TN,2959.0
"Clay County, TX",18.4,10431,Clay County,Texas,TX,17706.0
"Clay County, WV",18.4,8632,Clay County,West Virginia,WV,352.0
"Clayton County, GA",234.5999999999998,285551,Clayton County,Georgia,GA,6746.0
"Clayton County, IA",32.2,17547,Clayton County,Iowa,IA,1638.0
"Clear Creek County, CO",18.4,9521,Clear Creek County,Colorado,CO,2094.0
"Clearfield County, PA",96.59999999999997,74679,Clearfield County,Pennsylvania,PA,8865.0
"Clearwater County, ID",13.799999999999999,8086,Clearwater County,Idaho,ID,571.0
"Clearwater County, MN",18.4,8791,Clearwater County,Minnesota,MN,2289.0
"Cleburne County, AL",23.0,14896,Cleburne County,Alabama,AL,3770.0
"Cleburne County, AR",36.800000000000004,24885,Cleburne County,Arkansas,AR,1622.0
"Clermont County, OH",188.59999999999985,205154,Clermont County,Ohio,OH,4890.0
"Cleveland County, AR",13.799999999999999,8018,Cleveland County,Arkansas,AR,1622.0
"Cleveland County, NC",105.79999999999995,96296,Cleveland County,North Carolina,NC,2731.0
"Cleveland County, OK",289.79999999999995,272620,Cleveland County,Oklahoma,OK,1418.0
"Clinch County, GA",13.799999999999999,6648,Clinch County,Georgia,GA,6746.0
"Clinton County, IA",59.80000000000001,46486,Clinton County,Iowa,IA,1638.0
"Clinton County, IL",41.400000000000006,36043,Clinton County,Illinois,IL,8459.0
"Clinton County, IN",41.400000000000006,32070,Clinton County,Indiana,IN,4116.0
"Clinton County, KY",18.4,10121,Clinton County,Kentucky,KY,1492.0
"Clinton County, MI",105.79999999999995,79150,Clinton County,Michigan,MI,6581.0
"Clinton County, MO",23.0,20470,Clinton County,Missouri,MO,2814.0
"Clinton County, NY",91.99999999999997,74716,Clinton County,New York,NY,11847.0
"Clinton County, OH",46.00000000000001,41237,Clinton County,Ohio,OH,4890.0
"Clinton County, PA",46.00000000000001,36878,Clinton County,Pennsylvania,PA,8865.0
"Cloud County, KS",23.0,8462,Cloud County,Kansas,KS,962.0
"Coahoma County, MS",36.800000000000004,22194,Coahoma County,Mississippi,MS,3124.0
"Coal County, OK",13.799999999999999,5520,Coal County,Oklahoma,OK,1418.0
"Cobb County, GA",556.6000000000013,749978,Cobb County,Georgia,GA,6746.0
"Cochise County, AZ",151.7999999999999,124664,Cochise County,Arizona,AZ,5227.0
"Cochran County, TX",9.2,2801,Cochran County,Texas,TX,17706.0
"Cocke County, TN",46.00000000000001,35703,Cocke County,Tennessee,TN,2959.0
"Coconino County, AZ",133.39999999999992,131836,Coconino County,Arizona,AZ,5227.0
"Codington County, SD",36.800000000000004,27958,Codington County,South Dakota,SD,376.0
"Coffee County, AL",69.0,51750,Coffee County,Alabama,AL,3770.0
"Coffee County, GA",46.00000000000001,40059,Coffee County,Georgia,GA,6746.0
"Coffee County, TN",59.80000000000001,55484,Coffee County,Tennessee,TN,2959.0
"Coffey County, KS",18.4,8227,Coffey County,Kansas,KS,962.0
"Coke County, TX",13.799999999999999,3370,Coke County,Texas,TX,17706.0
"Colbert County, AL",69.0,54604,Colbert County,Alabama,AL,3770.0
"Cole County, MO",73.6,72510,Cole County,Missouri,MO,2814.0
"Coleman County, TX",18.4,8397,Coleman County,Texas,TX,17706.0
"Coles County, IL",59.80000000000001,48401,Coles County,Illinois,IL,8459.0
"Colfax County, NE",18.4,10881,Colfax County,Nebraska,NE,636.0
"Colfax County, NM",18.4,11833,Colfax County,New Mexico,NM,854.0
"Colleton County, SC",50.60000000000001,37660,Colleton County,South Carolina,SC,3620.0
"Collier County, FL",345.0000000000002,376909,Collier County,Florida,FL,16059.0
"Collin County, TX",703.800000000002,1003706,Collin County,Texas,TX,17706.0
"Collingsworth County, TX",9.2,2955,Collingsworth County,Texas,TX,17706.0
"Colonial Heights city, VA",27.6,17830,Colonial Heights city,Virginia,VA,3466.0
"Colorado County, TX",27.6,21156,Colorado County,Texas,TX,17706.0
"Colquitt County, GA",50.60000000000001,45166,Colquitt County,Georgia,GA,6746.0
"Columbia County, AR",27.6,21787,Columbia County,Arkansas,AR,1622.0
"Columbia County, FL",59.80000000000001,66366,Columbia County,Florida,FL,16059.0
"Columbia County, GA",96.59999999999997,153870,Columbia County,Georgia,GA,6746.0
"Columbia County, NY",101.19999999999996,59381,Columbia County,New York,NY,11847.0
"Columbia County, OR",50.60000000000001,52230,Columbia County,Oregon,OR,596.0
"Columbia County, PA",73.6,62362,Columbia County,Pennsylvania,PA,8865.0
"Columbia County, WA",9.2,4052,Columbia County,Washington,WA,2056.0
