ctname,rfgrp,popuni,stname,STABREV,state_deaths,county_name
"Linn County, IA",211.59999999999982,222640,Iowa,IA,1638.0,Linn County
"Linn County, KS",13.799999999999999,9722,Kansas,KS,962.0,Linn County
"Linn County, MO",27.6,12037,Missouri,MO,2814.0,Linn County
"Linn County, OR",101.19999999999996,127063,Oregon,OR,596.0,Linn County
"Lipscomb County, TX",13.799999999999999,3351,Texas,TX,17706.0,Lipscomb County
"Litchfield County, CT",239.1999999999998,180875,Connecticut,CT,4492.0,Litchfield County
"Little River County, AR",23.0,12326,Arkansas,AR,1622.0,Little River County
"Live Oak County, TX",23.0,11154,Texas,TX,17706.0,Live Oak County
"Livingston County, IL",50.60000000000001,34039,Illinois,IL,8459.0,Livingston County
"Livingston County, KY",13.799999999999999,9242,Kentucky,KY,1492.0,Livingston County
"Livingston County, MI",285.19999999999993,190672,Michigan,MI,6581.0,Livingston County
"Livingston County, MO",27.6,13482,Missouri,MO,2814.0,Livingston County
"Livingston County, NY",73.6,58009,New York,NY,11847.0,Livingston County
"Livingston Parish, LA",82.79999999999998,139036,Louisiana,LA,5194.0,Livingston Parish
"Llano County, TX",32.2,21646,Texas,TX,17706.0,Llano County
"Logan County, AR",32.2,21537,Arkansas,AR,1622.0,Logan County
"Logan County, CO",32.2,18639,Colorado,CO,2094.0,Logan County
"Logan County, IL",41.400000000000006,25267,Illinois,IL,8459.0,Logan County
"Logan County, KS",9.2,2844,Kansas,KS,962.0,Logan County
"Logan County, KY",32.2,26893,Kentucky,KY,1492.0,Logan County
"Logan County, ND",9.2,1903,North Dakota,ND,375.0,Logan County
"Logan County, NE",9.2,749,Nebraska,NE,636.0,Logan County
"Logan County, OH",55.20000000000001,45307,Ohio,OH,4890.0,Logan County
"Logan County, OK",41.400000000000006,45973,Oklahoma,OK,1418.0,Logan County
"Logan County, WV",46.00000000000001,32122,West Virginia,WV,352.0,Logan County
"Long County, GA",18.4,18770,Georgia,GA,6746.0,Long County
"Lonoke County, AR",78.19999999999999,73593,Arkansas,AR,1622.0,Lonoke County
"Lorain County, OH",345.0000000000002,303464,Ohio,OH,4890.0,Lorain County
"Los Alamos County, NM",23.0,19071,New Mexico,NM,854.0,Los Alamos County
"Los Angeles County, CA",10796.200000000472,10016511,California,CA,16663.0,Los Angeles County
"Loudon County, TN",50.60000000000001,52979,Tennessee,TN,2959.0,Loudon County
"Loudoun County, VA",303.6,405791,Virginia,VA,3466.0,Loudoun County
"Louisa County, IA",18.4,11166,Iowa,IA,1638.0,Louisa County
"Louisa County, VA",32.2,36771,Virginia,VA,3466.0,Louisa County
"Loup County, NE",9.2,618,Nebraska,NE,636.0,Loup County
"Love County, OK",18.4,10122,Oklahoma,OK,1418.0,Love County
"Loving County, TX",9.2,152,Texas,TX,17706.0,Loving County
"Lowndes County, AL",23.0,9940,Alabama,AL,3770.0,Lowndes County
"Lowndes County, GA",119.59999999999994,111871,Georgia,GA,6746.0,Lowndes County
"Lowndes County, MS",69.0,58025,Mississippi,MS,3124.0,Lowndes County
"Lubbock County, TX",317.4000000000001,298120,Texas,TX,17706.0,Lubbock County
"Lucas County, IA",23.0,8645,Iowa,IA,1638.0,Lucas County
"Lucas County, OH",593.4000000000015,425339,Ohio,OH,4890.0,Lucas County
"Luce County, MI",23.0,5215,Michigan,MI,6581.0,Luce County
"Lumpkin County, GA",23.0,30330,Georgia,GA,6746.0,Lumpkin County
"Luna County, NM",32.2,23500,New Mexico,NM,854.0,Luna County
"Lunenburg County, VA",18.4,11114,Virginia,VA,3466.0,Lunenburg County
"Luzerne County, PA",483.0000000000009,310257,Pennsylvania,PA,8865.0,Luzerne County
"Lycoming County, PA",137.99999999999991,109772,Pennsylvania,PA,8865.0,Lycoming County
"Lyman County, SD",13.799999999999999,3783,South Dakota,SD,376.0,Lyman County
"Lynchburg city, VA",91.99999999999997,72213,Virginia,VA,3466.0,Lynchburg city
"Lynn County, TX",18.4,5835,Texas,TX,17706.0,Lynn County
"Lyon County, IA",18.4,11794,Iowa,IA,1638.0,Lyon County
"Lyon County, KS",41.400000000000006,32344,Kansas,KS,962.0,Lyon County
"Lyon County, KY",18.4,7128,Kentucky,KY,1492.0,Lyon County
"Lyon County, MN",36.800000000000004,25096,Minnesota,MN,2289.0,Lyon County
"Lyon County, NV",50.60000000000001,55546,Nevada,NV,1625.0,Lyon County
"Mackinac County, MI",32.2,10766,Michigan,MI,6581.0,Mackinac County
"Macomb County, MI",1002.8000000000035,872144,Michigan,MI,6581.0,Macomb County
"Macon County, AL",59.80000000000001,16852,Alabama,AL,3770.0,Macon County
"Macon County, GA",23.0,11401,Georgia,GA,6746.0,Macon County
"Macon County, IL",160.9999999999999,102555,Illinois,IL,8459.0,Macon County
"Macon County, MO",27.6,15153,Missouri,MO,2814.0,Macon County
"Macon County, NC",46.00000000000001,35273,North Carolina,NC,2731.0,Macon County
"Macon County, TN",23.0,24163,Tennessee,TN,2959.0,Macon County
"Macoupin County, IL",64.4,44956,Illinois,IL,8459.0,Macoupin County
"Madera County, CA",110.39999999999995,150602,California,CA,16663.0,Madera County
"Madison County, AL",340.4000000000002,360887,Alabama,AL,3770.0,Madison County
"Madison County, AR",23.0,16481,Arkansas,AR,1622.0,Madison County
"Madison County, FL",27.6,16719,Florida,FL,16059.0,Madison County
"Madison County, GA",32.2,29558,Georgia,GA,6746.0,Madison County
"Madison County, IA",18.4,16241,Iowa,IA,1638.0,Madison County
"Madison County, ID",32.2,38730,Idaho,ID,571.0,Madison County
"Madison County, IL",285.19999999999993,263102,Illinois,IL,8459.0,Madison County
"Madison County, IN",174.79999999999987,124555,Indiana,IN,4116.0,Madison County
"Madison County, KY",91.99999999999997,86218,Kentucky,KY,1492.0,Madison County
"Madison County, MO",18.4,12130,Missouri,MO,2814.0,Madison County
"Madison County, MS",101.19999999999996,104644,Mississippi,MS,3124.0,Madison County
"Madison County, MT",18.4,8768,Montana,MT,252.0,Madison County
"Madison County, NC",32.2,20922,North Carolina,NC,2731.0,Madison County
"Madison County, NE",46.00000000000001,34742,Nebraska,NE,636.0,Madison County
"Madison County, NY",78.19999999999999,66730,New York,NY,11847.0,Madison County
"Madison County, OH",59.80000000000001,39893,Ohio,OH,4890.0,Madison County
"Madison County, TN",128.79999999999993,94668,Tennessee,TN,2959.0,Madison County
"Madison County, TX",23.0,12013,Texas,TX,17706.0,Madison County
"Madison County, VA",13.799999999999999,13292,Virginia,VA,3466.0,Madison County
"Madison Parish, LA",27.6,9732,Louisiana,LA,5194.0,Madison Parish
"Magoffin County, KY",23.0,12362,Kentucky,KY,1492.0,Magoffin County
"Mahaska County, IA",36.800000000000004,21611,Iowa,IA,1638.0,Mahaska County
"Mahnomen County, MN",13.799999999999999,5519,Minnesota,MN,2289.0,Mahnomen County
"Mahoning County, OH",326.60000000000014,223860,Ohio,OH,4890.0,Mahoning County
"Major County, OK",18.4,7635,Oklahoma,OK,1418.0,Major County
"Malheur County, OR",41.400000000000006,27635,Oregon,OR,596.0,Malheur County
"Manassas Park city, VA",13.799999999999999,17307,Virginia,VA,3466.0,Manassas Park city
"Manassas city, VA",36.800000000000004,41641,Virginia,VA,3466.0,Manassas city
"Manatee County, FL",368.00000000000034,393152,Florida,FL,16059.0,Manatee County
"Manistee County, MI",50.60000000000001,23418,Michigan,MI,6581.0,Manistee County
"Manitowoc County, WI",96.59999999999997,78931,Wisconsin,WI,1675.0,Manitowoc County
"Marathon County, WI",128.79999999999993,135072,Wisconsin,WI,1675.0,Marathon County
"Marengo County, AL",32.2,18997,Alabama,AL,3770.0,Marengo County
"Maricopa County, AZ",4218.1999999999525,4368571,Arizona,AZ,5227.0,Maricopa County
"Maries County, MO",18.4,8769,Missouri,MO,2814.0,Maries County
"Marin County, CA",262.1999999999998,254404,California,CA,16663.0,Marin County
"Marinette County, WI",64.4,40303,Wisconsin,WI,1675.0,Marinette County
"Marion County, AL",41.400000000000006,29324,Alabama,AL,3770.0,Marion County
"Marion County, AR",23.0,16706,Arkansas,AR,1622.0,Marion County
"Marion County, FL",294.4,352677,Florida,FL,16059.0,Marion County
"Marion County, GA",13.799999999999999,8325,Georgia,GA,6746.0,Marion County
"Marion County, IA",41.400000000000006,32292,Iowa,IA,1638.0,Marion County
"Marion County, IL",59.80000000000001,37471,Illinois,IL,8459.0,Marion County
"Marion County, IN",1035.0000000000034,945387,Indiana,IN,4116.0,Marion County
"Marion County, KS",23.0,11545,Kansas,KS,962.0,Marion County
"Marion County, KY",32.2,19154,Kentucky,KY,1492.0,Marion County
"Marion County, MO",41.400000000000006,28007,Missouri,MO,2814.0,Marion County
"Marion County, MS",32.2,24280,Mississippi,MS,3124.0,Marion County
"Marion County, OH",87.39999999999998,59902,Ohio,OH,4890.0,Marion County
"Marion County, OR",271.39999999999986,340352,Oregon,OR,596.0,Marion County
"Marion County, SC",41.400000000000006,31039,South Carolina,SC,3620.0,Marion County
"Marion County, TN",32.2,28508,Tennessee,TN,2959.0,Marion County
"Marion County, TX",23.0,9863,Texas,TX,17706.0,Marion County
"Marion County, WV",87.39999999999998,55259,West Virginia,WV,352.0,Marion County
"Mariposa County, CA",32.2,17331,California,CA,16663.0,Mariposa County
"Marlboro County, SC",36.800000000000004,23873,South Carolina,SC,3620.0,Marlboro County
"Marquette County, MI",119.59999999999994,63309,Michigan,MI,6581.0,Marquette County
"Marquette County, WI",27.6,15395,Wisconsin,WI,1675.0,Marquette County
"Marshall County, AL",87.39999999999998,95691,Alabama,AL,3770.0,Marshall County
"Marshall County, IA",50.60000000000001,39638,Iowa,IA,1638.0,Marshall County
"Marshall County, IL",27.6,11527,Illinois,IL,8459.0,Marshall County
"Marshall County, IN",59.80000000000001,46114,Indiana,IN,4116.0,Marshall County
"Marshall County, KS",23.0,9704,Kansas,KS,962.0,Marshall County
"Marshall County, KY",32.2,31030,Kentucky,KY,1492.0,Marshall County
"Marshall County, MN",23.0,9384,Minnesota,MN,2289.0,Marshall County
"Marshall County, MS",32.2,33805,Mississippi,MS,3124.0,Marshall County
"Marshall County, OK",23.0,16758,Oklahoma,OK,1418.0,Marshall County
"Marshall County, SD",9.2,5109,South Dakota,SD,376.0,Marshall County
"Marshall County, TN",32.2,33562,Tennessee,TN,2959.0,Marshall County
"Marshall County, WV",46.00000000000001,30429,West Virginia,WV,352.0,Marshall County
"Martin County, FL",170.19999999999987,158283,Florida,FL,16059.0,Martin County
"Martin County, IN",18.4,10176,Indiana,IN,4116.0,Martin County
"Martin County, KY",18.4,10017,Kentucky,KY,1492.0,Martin County
"Martin County, MN",32.2,19764,Minnesota,MN,2289.0,Martin County
"Martin County, NC",32.2,22661,North Carolina,NC,2731.0,Martin County
"Martin County, TX",13.799999999999999,5746,Texas,TX,17706.0,Martin County
"Martinsville city, VA",27.6,12762,Virginia,VA,3466.0,Martinsville city
"Mason County, IL",32.2,13525,Illinois,IL,8459.0,Mason County
"Mason County, KY",27.6,16986,Kentucky,KY,1492.0,Mason County
"Mason County, MI",46.00000000000001,29041,Michigan,MI,6581.0,Mason County
"Mason County, TX",13.799999999999999,4277,Texas,TX,17706.0,Mason County
"Mason County, WA",69.0,63046,Washington,WA,2056.0,Mason County
"Mason County, WV",32.2,26221,West Virginia,WV,352.0,Mason County
"Massac County, IL",23.0,14080,Illinois,IL,8459.0,Massac County
"Matagorda County, TX",55.20000000000001,36423,Texas,TX,17706.0,Matagorda County
"Matanuska-Susitna Borough, AK",114.99999999999994,106100,Alaska,AK,55.0,Matanuska-Susitna Borough
"Mathews County, VA",18.4,8802,Virginia,VA,3466.0,Mathews County
"Maui County, HI",179.39999999999986,166382,Hawaii,HI,241.0,Maui County
"Maury County, TN",82.79999999999998,94036,Tennessee,TN,2959.0,Maury County
"Maverick County, TX",46.00000000000001,57590,Texas,TX,17706.0,Maverick County
"Mayes County, OK",46.00000000000001,40869,Oklahoma,OK,1418.0,Mayes County
"Mc Kean County, PA",59.80000000000001,38683,Pennsylvania,PA,8865.0,Mc Kean County
"McClain County, OK",32.2,39955,Oklahoma,OK,1418.0,McClain County
"McCone County, MT",9.2,1675,Montana,MT,252.0,McCone County
"McCook County, SD",13.799999999999999,5546,South Dakota,SD,376.0,McCook County
"McCormick County, SC",18.4,8447,South Carolina,SC,3620.0,McCormick County
"McCracken County, KY",82.79999999999998,64860,Kentucky,KY,1492.0,McCracken County
"McCreary County, KY",23.0,15845,Kentucky,KY,1492.0,McCreary County
"McCulloch County, TX",18.4,7968,Texas,TX,17706.0,McCulloch County
"McCurtain County, OK",41.400000000000006,32488,Oklahoma,OK,1418.0,McCurtain County
"McDonald County, MO",23.0,23036,Missouri,MO,2814.0,McDonald County
"McDonough County, IL",50.60000000000001,26982,Illinois,IL,8459.0,McDonough County
"McDowell County, NC",50.60000000000001,44749,North Carolina,NC,2731.0,McDowell County
"McDowell County, WV",41.400000000000006,18223,West Virginia,WV,352.0,McDowell County
"McDuffie County, GA",27.6,21281,Georgia,GA,6746.0,McDuffie County
"McHenry County, IL",243.79999999999978,308030,Illinois,IL,8459.0,McHenry County
"McHenry County, ND",13.799999999999999,5816,North Dakota,ND,375.0,McHenry County
"McIntosh County, GA",27.6,14268,Georgia,GA,6746.0,McIntosh County
"McIntosh County, ND",9.2,2585,North Dakota,ND,375.0,McIntosh County
"McIntosh County, OK",32.2,19735,Oklahoma,OK,1418.0,McIntosh County
"McKenzie County, ND",23.0,13625,North Dakota,ND,375.0,McKenzie County
"McKinley County, NM",82.79999999999998,71943,New Mexico,NM,854.0,McKinley County
"McLean County, IL",193.19999999999985,163439,Illinois,IL,8459.0,McLean County
"McLean County, KY",18.4,9252,Kentucky,KY,1492.0,McLean County
"McLean County, ND",13.799999999999999,9532,North Dakota,ND,375.0,McLean County
"McLennan County, TX",239.1999999999998,248695,Texas,TX,17706.0,McLennan County
"McLeod County, MN",36.800000000000004,35822,Minnesota,MN,2289.0,McLeod County
"McMinn County, TN",50.60000000000001,52775,Tennessee,TN,2959.0,McMinn County
"McMullen County, TX",9.2,749,Texas,TX,17706.0,McMullen County
"McNairy County, TN",36.800000000000004,25768,Tennessee,TN,2959.0,McNairy County
"McPherson County, KS",36.800000000000004,28175,Kansas,KS,962.0,McPherson County
"McPherson County, NE",9.2,492,Nebraska,NE,636.0,McPherson County
"McPherson County, SD",9.2,2407,South Dakota,SD,376.0,McPherson County
"Meade County, KS",13.799999999999999,4097,Kansas,KS,962.0,Meade County
"Meade County, KY",41.400000000000006,28568,Kentucky,KY,1492.0,Meade County
"Meade County, SD",27.6,28242,South Dakota,SD,376.0,Meade County
"Meagher County, MT",9.2,1866,Montana,MT,252.0,Meagher County
"Mecklenburg County, NC",1076.4000000000026,1083098,North Carolina,NC,2731.0,Mecklenburg County
"Mecklenburg County, VA",46.00000000000001,30155,Virginia,VA,3466.0,Mecklenburg County
"Mecosta County, MI",55.20000000000001,40444,Michigan,MI,6581.0,Mecosta County
"Medina County, OH",174.79999999999987,178987,Ohio,OH,4890.0,Medina County
"Medina County, TX",41.400000000000006,48953,Texas,TX,17706.0,Medina County
"Meeker County, MN",32.2,23093,Minnesota,MN,2289.0,Meeker County
"Meigs County, OH",32.2,23096,Ohio,OH,4890.0,Meigs County
"Meigs County, TN",18.4,12243,Tennessee,TN,2959.0,Meigs County
"Mellette County, SD",9.2,2042,South Dakota,SD,376.0,Mellette County
"Menard County, IL",18.4,12273,Illinois,IL,8459.0,Menard County
"Menard County, TX",9.2,2134,Texas,TX,17706.0,Menard County
"Mendocino County, CA",101.19999999999996,86977,California,CA,16663.0,Mendocino County
"Menifee County, KY",13.799999999999999,6445,Kentucky,KY,1492.0,Menifee County
"Menominee County, MI",41.400000000000006,22958,Michigan,MI,6581.0,Menominee County
"Menominee County, WI",13.799999999999999,4617,Wisconsin,WI,1675.0,Menominee County
"Merced County, CA",229.9999999999998,269730,California,CA,16663.0,Merced County
"Mercer County, IL",23.0,15561,Illinois,IL,8459.0,Mercer County
"Mercer County, KY",27.6,21774,Kentucky,KY,1492.0,Mercer County
"Mercer County, MO",13.799999999999999,3641,Missouri,MO,2814.0,Mercer County
"Mercer County, ND",18.4,8261,North Dakota,ND,375.0,Mercer County
"Mercer County, NJ",358.8000000000003,353683,New Jersey,NJ,14511.0,Mercer County
"Mercer County, OH",46.00000000000001,40933,Ohio,OH,4890.0,Mercer County
"Mercer County, PA",142.5999999999999,105789,Pennsylvania,PA,8865.0,Mercer County
"Mercer County, WV",78.19999999999999,58517,West Virginia,WV,352.0,Mercer County
"Meriwether County, GA",23.0,20940,Georgia,GA,6746.0,Meriwether County
"Merrick County, NE",18.4,7690,Nebraska,NE,636.0,Merrick County
"Merrimack County, NH",170.19999999999987,146406,New Hampshire,NH,452.0,Merrimack County
"Mesa County, CO",137.99999999999991,150100,Colorado,CO,2094.0,Mesa County
"Metcalfe County, KY",18.4,10030,Kentucky,KY,1492.0,Metcalfe County
"Miami County, IN",50.60000000000001,32460,Indiana,IN,4116.0,Miami County
"Miami County, KS",41.400000000000006,33622,Kansas,KS,962.0,Miami County
"Miami County, OH",101.19999999999996,106079,Ohio,OH,4890.0,Miami County
"Miami-Dade County, FL",2391.999999999977,2736252,Florida,FL,16059.0,Miami-Dade County
"Middlesex County, CT",174.79999999999987,160164,Connecticut,CT,4492.0,Middlesex County
"Middlesex County, MA",1467.3999999999949,1570793,Massachusetts,MA,8189.0,Middlesex County
"Middlesex County, NJ",809.6000000000025,812046,New Jersey,NJ,14511.0,Middlesex County
"Middlesex County, VA",27.6,10550,Virginia,VA,3466.0,Middlesex County
"Midland County, MI",91.99999999999997,82499,Michigan,MI,6581.0,Midland County
"Midland County, TX",128.79999999999993,172032,Texas,TX,17706.0,Midland County
"Mifflin County, PA",59.80000000000001,46167,Pennsylvania,PA,8865.0,Mifflin County
"Milam County, TX",36.800000000000004,24951,Texas,TX,17706.0,Milam County
"Millard County, UT",18.4,12905,Utah,UT,582.0,Millard County
"Mille Lacs County, MN",36.800000000000004,25955,Minnesota,MN,2289.0,Mille Lacs County
"Miller County, AR",59.80000000000001,42647,Arkansas,AR,1622.0,Miller County
"Miller County, GA",18.4,5674,Georgia,GA,6746.0,Miller County
"Miller County, MO",27.6,25274,Missouri,MO,2814.0,Miller County
"Mills County, IA",27.6,14742,Iowa,IA,1638.0,Mills County
"Mills County, TX",13.799999999999999,4863,Texas,TX,17706.0,Mills County
"Milwaukee County, WI",1375.3999999999967,934347,Wisconsin,WI,1675.0,Milwaukee County
"Miner County, SD",9.2,2213,South Dakota,SD,376.0,Miner County
"Mineral County, CO",9.2,776,Colorado,CO,2094.0,Mineral County
"Mineral County, MT",13.799999999999999,4312,Montana,MT,252.0,Mineral County
"Mineral County, NV",13.799999999999999,4485,Nevada,NV,1625.0,Mineral County
"Mineral County, WV",36.800000000000004,26445,West Virginia,WV,352.0,Mineral County
"Mingo County, WV",36.800000000000004,23785,West Virginia,WV,352.0,Mingo County
"Minidoka County, ID",27.6,20816,Idaho,ID,571.0,Minidoka County
"Minnehaha County, SD",197.79999999999984,188761,South Dakota,SD,376.0,Minnehaha County
"Missaukee County, MI",23.0,15073,Michigan,MI,6581.0,Missaukee County
"Mississippi County, AR",59.80000000000001,40718,Arkansas,AR,1622.0,Mississippi County
"Mississippi County, MO",23.0,11639,Missouri,MO,2814.0,Mississippi County
"Missoula County, MT",96.59999999999997,116075,Montana,MT,252.0,Missoula County
"Mitchell County, GA",27.6,20190,Georgia,GA,6746.0,Mitchell County
"Mitchell County, IA",18.4,10548,Iowa,IA,1638.0,Mitchell County
"Mitchell County, KS",13.799999999999999,6031,Kansas,KS,962.0,Mitchell County
"Mitchell County, NC",23.0,14933,North Carolina,NC,2731.0,Mitchell County
"Mitchell County, TX",13.799999999999999,6765,Texas,TX,17706.0,Mitchell County
"Mobile County, AL",533.6000000000012,409727,Alabama,AL,3770.0,Mobile County
"Modoc County, CA",23.0,8656,California,CA,16663.0,Modoc County
"Moffat County, CO",23.0,13153,Colorado,CO,2094.0,Moffat County
"Mohave County, AZ",202.39999999999984,205613,Arizona,AZ,5227.0,Mohave County
"Moniteau County, MO",23.0,14907,Missouri,MO,2814.0,Moniteau County
"Monmouth County, NJ",667.0000000000018,619106,New Jersey,NJ,14511.0,Monmouth County
"Mono County, CA",18.4,14190,California,CA,16663.0,Mono County
"Monona County, IA",23.0,8676,Iowa,IA,1638.0,Monona County
"Monongalia County, WV",114.99999999999994,100194,West Virginia,WV,352.0,Monongalia County
"Monroe County, AL",36.800000000000004,21012,Alabama,AL,3770.0,Monroe County
"Monroe County, AR",18.4,6878,Arkansas,AR,1622.0,Monroe County
"Monroe County, FL",147.1999999999999,74573,Florida,FL,16059.0,Monroe County
"Monroe County, GA",27.6,26648,Georgia,GA,6746.0,Monroe County
"Monroe County, IA",18.4,7786,Iowa,IA,1638.0,Monroe County
"Monroe County, IL",32.2,34335,Illinois,IL,8459.0,Monroe County
"Monroe County, IN",147.1999999999999,132865,Indiana,IN,4116.0,Monroe County
"Monroe County, KY",23.0,10692,Kentucky,KY,1492.0,Monroe County
"Monroe County, MI",183.99999999999986,150234,Michigan,MI,6581.0,Monroe County
"Monroe County, MO",18.4,8660,Missouri,MO,2814.0,Monroe County
"Monroe County, MS",46.00000000000001,35481,Mississippi,MS,3124.0,Monroe County
"Monroe County, NY",892.4000000000029,726040,New York,NY,11847.0,Monroe County
"Monroe County, OH",23.0,13790,Ohio,OH,4890.0,Monroe County
"Monroe County, PA",156.3999999999999,165747,Pennsylvania,PA,8865.0,Monroe County
"Monroe County, TN",36.800000000000004,46095,Tennessee,TN,2959.0,Monroe County
"Monroe County, WI",46.00000000000001,45878,Wisconsin,WI,1675.0,Monroe County
"Monroe County, WV",18.4,13280,West Virginia,WV,352.0,Monroe County
"Montague County, TX",32.2,19545,Texas,TX,17706.0,Montague County
"Montcalm County, MI",64.4,61401,Michigan,MI,6581.0,Montcalm County
"Monterey County, CA",437.0000000000007,422710,California,CA,16663.0,Monterey County
"Montezuma County, CO",36.800000000000004,26134,Colorado,CO,2094.0,Montezuma County
"Montgomery County, AL",303.6,218858,Alabama,AL,3770.0,Montgomery County
"Montgomery County, AR",18.4,8905,Arkansas,AR,1622.0,Montgomery County
"Montgomery County, GA",18.4,8385,Georgia,GA,6746.0,Montgomery County
"Montgomery County, IA",23.0,10003,Iowa,IA,1638.0,Montgomery County
"Montgomery County, IL",41.400000000000006,26648,Illinois,IL,8459.0,Montgomery County
"Montgomery County, IN",46.00000000000001,37489,Indiana,IN,4116.0,Montgomery County
"Montgomery County, KS",64.4,31381,Kansas,KS,962.0,Montgomery County
"Montgomery County, KY",32.2,28014,Kentucky,KY,1492.0,Montgomery County
"Montgomery County, MD",993.6000000000034,1051125,Maryland,MD,4427.0,Montgomery County
"Montgomery County, MO",23.0,11410,Missouri,MO,2814.0,Montgomery County
"Montgomery County, MS",18.4,10023,Mississippi,MS,3124.0,Montgomery County
"Montgomery County, NC",32.2,26384,North Carolina,NC,2731.0,Montgomery County
"Montgomery County, NY",78.19999999999999,49347,New York,NY,11847.0,Montgomery County
"Montgomery County, OH",708.400000000002,523554,Ohio,OH,4890.0,Montgomery County
"Montgomery County, PA",975.2000000000033,816854,Pennsylvania,PA,8865.0,Montgomery County
"Montgomery County, TN",183.99999999999986,204377,Tennessee,TN,2959.0,Montgomery County
"Montgomery County, TX",275.9999999999999,589066,Texas,TX,17706.0,Montgomery County
"Montgomery County, VA",78.19999999999999,89700,Virginia,VA,3466.0,Montgomery County
"Montmorency County, MI",27.6,9237,Michigan,MI,6581.0,Montmorency County
"Montour County, PA",23.0,18102,Pennsylvania,PA,8865.0,Montour County
"Montrose County, CO",50.60000000000001,42081,Colorado,CO,2094.0,Montrose County
"Moody County, SD",13.799999999999999,6579,South Dakota,SD,376.0,Moody County
"Moore County, NC",87.39999999999998,98678,North Carolina,NC,2731.0,Moore County
"Moore County, TN",13.799999999999999,6389,Tennessee,TN,2959.0,Moore County
"Moore County, TX",23.0,21446,Texas,TX,17706.0,Moore County
"Mora County, NM",9.2,4506,New Mexico,NM,854.0,Mora County
"Morehouse Parish, LA",41.400000000000006,24913,Louisiana,LA,5194.0,Morehouse Parish
"Morgan County, AL",128.79999999999993,117968,Alabama,AL,3770.0,Morgan County
"Morgan County, CO",41.400000000000006,28247,Colorado,CO,2094.0,Morgan County
"Morgan County, GA",27.6,18783,Georgia,GA,6746.0,Morgan County
"Morgan County, IL",50.60000000000001,31624,Illinois,IL,8459.0,Morgan County
"Morgan County, IN",64.4,69883,Indiana,IN,4116.0,Morgan County
"Morgan County, KY",27.6,11458,Kentucky,KY,1492.0,Morgan County
"Morgan County, MO",27.6,20280,Missouri,MO,2814.0,Morgan County
"Morgan County, OH",23.0,14604,Ohio,OH,4890.0,Morgan County
"Morgan County, TN",27.6,19395,Tennessee,TN,2959.0,Morgan County
"Morgan County, UT",13.799999999999999,12045,Utah,UT,582.0,Morgan County
"Morgan County, WV",23.0,17787,West Virginia,WV,352.0,Morgan County
"Morrill County, NE",9.2,4682,Nebraska,NE,636.0,Morrill County
"Morris County, KS",13.799999999999999,5517,Kansas,KS,962.0,Morris County
"Morris County, NJ",464.6000000000008,490207,New Jersey,NJ,14511.0,Morris County
"Morris County, TX",18.4,12310,Texas,TX,17706.0,Morris County
"Morrison County, MN",41.400000000000006,33111,Minnesota,MN,2289.0,Morrison County
"Morrow County, OH",32.2,35010,Ohio,OH,4890.0,Morrow County
"Morrow County, OR",13.799999999999999,11372,Oregon,OR,596.0,Morrow County
"Morton County, KS",9.2,2658,Kansas,KS,962.0,Morton County
"Morton County, ND",27.6,31014,North Dakota,ND,375.0,Morton County
"Motley County, TX",9.2,1234,Texas,TX,17706.0,Motley County
"Moultrie County, IL",23.0,14687,Illinois,IL,8459.0,Moultrie County
"Mountrail County, ND",18.4,10215,North Dakota,ND,375.0,Mountrail County
"Mower County, MN",55.20000000000001,39895,Minnesota,MN,2289.0,Mower County
"Muhlenberg County, KY",46.00000000000001,29532,Kentucky,KY,1492.0,Muhlenberg County
"Multnomah County, OR",791.2000000000024,803086,Oregon,OR,596.0,Multnomah County
"Murray County, GA",41.400000000000006,39775,Georgia,GA,6746.0,Murray County
"Murray County, MN",18.4,8276,Minnesota,MN,2289.0,Murray County
"Murray County, OK",18.4,13910,Oklahoma,OK,1418.0,Murray County
"Muscatine County, IA",50.60000000000001,42817,Iowa,IA,1638.0,Muscatine County
"Muscogee County, GA",248.39999999999978,191082,Georgia,GA,6746.0,Muscogee County
"Muskegon County, MI",202.39999999999984,169834,Michigan,MI,6581.0,Muskegon County
"Muskingum County, OH",91.99999999999997,85346,Ohio,OH,4890.0,Muskingum County
"Muskogee County, OK",78.19999999999999,65573,Oklahoma,OK,1418.0,Muskogee County
"Musselshell County, MT",13.799999999999999,4641,Montana,MT,252.0,Musselshell County
"Nacogdoches County, TX",64.4,61198,Texas,TX,17706.0,Nacogdoches County
"Nance County, NE",9.2,3532,Nebraska,NE,636.0,Nance County
"Nantucket County, MA",32.2,11327,Massachusetts,MA,8189.0,Nantucket County
"Napa County, CA",188.59999999999985,138083,California,CA,16663.0,Napa County
"Nash County, NC",87.39999999999998,92655,North Carolina,NC,2731.0,Nash County
"Nassau County, FL",64.4,85633,Florida,FL,16059.0,Nassau County
"Nassau County, NY",1310.999999999998,1348674,New York,NY,11847.0,Nassau County
"Natchitoches Parish, LA",46.00000000000001,36839,Louisiana,LA,5194.0,Natchitoches Parish
"Natrona County, WY",87.39999999999998,78173,Wyoming,WY,59.0,Natrona County
"Navajo County, AZ",147.1999999999999,108898,Arizona,AZ,5227.0,Navajo County
"Navarro County, TX",50.60000000000001,49342,Texas,TX,17706.0,Navarro County
"Nelson County, KY",46.00000000000001,45751,Kentucky,KY,1492.0,Nelson County
